session_id,client_id,visit_date,visit_time,visit_number,utm_source,utm_medium,utm_campaign,utm_adcontent,utm_keyword,device_category,device_os,device_brand,device_model,device_screen_resolution,device_browser,geo_country,geo_city
4526556989418165561.1641338169.1641338169,1053921177.1641338169,2022-01-05,02:16:09,1,TBhfIrBcXoGGskDqdjcU,cpc,pMuAhiJvDVenRJPhwSYL,vmpjxytvOioeqSlwNoAl,IDLmnjAJJgCKuCYFcdap,mobile,iOS,Apple,,414x736,Safari,Russia,Saint Petersburg
4526556989418165561.1641338190.1641338190,1053921177.1641338169,2022-01-05,02:16:30,2,TBhfIrBcXoGGskDqdjcU,cpc,,,IDLmnjAJJgCKuCYFcdap,mobile,iOS,Apple,,414x736,Safari,Russia,Saint Petersburg
4530288950924910347.1641375505.1641375505,1054790092.1640079115,2022-01-05,12:38:25,3,TBhfIrBcXoGGskDqdjcU,cpc,BhUZBJUdmsWLEISSdxTa,vmpjxytvOioeqSlwNoAl,JYyvutvjpJydhRsRGGsE,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Saint Petersburg
4530142913448229190.1641396552.1641396552,1054756090.1641396550,2022-01-05,18:29:12,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,OPPO,,360x800,Chrome,Russia,Kursk
4531773021038531705.1641373552.1641373552,1055135629.1639142521,2022-01-05,12:05:52,2,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,ZTE,,360x760,Chrome,Russia,Norilsk
4530794747749838834.1641394164.1641394164,1054907857.1641394162,2022-01-05,17:49:24,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Vivo,fOApWYdTvSSULTAQAsSy,360x780,Chrome,Russia,Moscow
4534561099061002502.1641414830.1641414830,1055784779.1641414918,2022-01-05,23:33:50,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x915,Chrome,Russia,Moscow
4536122216593821570.1641353089.1641353089,1056148255.1641353090,2022-01-05,06:24:49,1,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,(not set),,,800x600,Mozilla Compatible Agent,Russia,Moscow
4536215533348321065.1641412395.1641412395,1056169982.1641412393,2022-01-05,22:53:15,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Krasnoyarsk
4537000275412839702.1641344268.1641344268,1056352694.1641344278,2022-01-05,03:57:48,1,sORFTBvqnhWCekwPSNpw,banner,UbsMmmrDEFnwCqrzceMX,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x699,Chrome,Russia,Saint Petersburg
4538210124750459424.1641353767.1641353767,1056634384.1641353760,2022-01-05,06:36:07,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Yekaterinburg
453965602308325539.1641382051.1641382051,105697103.1641382051,2022-01-05,14:27:31,1,hqpYkWpkYefgduliaKcm,cpa,ZSetXyxpNBNtqtGpTAqT,,,mobile,iOS,Apple,,375x812,Safari (in-app),Russia,Perm
4539556133141298791.1641364856.1641364856,1056947776.1641365095,2022-01-05,09:40:56,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x915,Chrome,Russia,Tula
4540938159127837051.1641331068.1641331068,1057269554.1641331067,2022-01-05,00:17:48,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,360x780,Chrome,Russia,Yekaterinburg
4541780883250930919.1641331342.1641331342,1057465766.1641342183,2022-01-05,00:22:22,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x915,Chrome,Russia,Vladivostok
4542124957372875463.1641359012.1641359012,1057545877.1638236871,2022-01-05,08:03:32,3,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Realme,,360x800,Chrome,Russia,(not set)
4542150495251565668.1641385060.1641385060,1057551823.1641385060,2022-01-05,15:17:40,1,sORFTBvqnhWCekwPSNpw,banner,UbsMmmrDEFnwCqrzceMX,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x915,Chrome,Russia,Tuymazy
4542502953152767474.1641375218.1641375218,1057633886.1641375218,2022-01-05,12:33:38,1,sORFTBvqnhWCekwPSNpw,banner,UbsMmmrDEFnwCqrzceMX,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,428x926,Safari,Russia,Saint Petersburg
4542726927107347064.1641403002.1641403002,1057686034.1641403000,2022-01-05,20:16:42,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Realme,,360x800,Chrome,Russia,Izhevsk
4543894797434586962.1641383764.1641383764,1057957950.1641383762,2022-01-05,14:56:04,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,360x780,Chrome,Russia,Vladivostok
4547029767078399604.1641401974.1641401974,1058687867.1641401972,2022-01-05,19:59:34,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,360x780,Chrome,Russia,Krasnoyarsk
4548055426743519145.1641400234.1641400234,1058926672.1641400233,2022-01-05,19:30:34,1,hqpYkWpkYefgduliaKcm,cpc,,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,385x854,Android Webview,Russia,Moscow
4548216745715156469.1641399912.1641399912,1058964232.1641399797,2022-01-05,19:25:12,1,MfMDGXPFOzCQGtbPrwoC,cpm,byYafUVAppMExJfuTVzO,FwVJIvxPiYpGIZZiGAHj,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,360x740,Samsung Internet,Russia,Kazan
4548216745715156469.1641403074.1641403074,1058964232.1641399797,2022-01-05,20:17:54,2,MfMDGXPFOzCQGtbPrwoC,cpm,byYafUVAppMExJfuTVzO,FwVJIvxPiYpGIZZiGAHj,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,360x740,Samsung Internet,Russia,Kazan
455067682326549535.1641387039.1641387039,105953701.1641387039,2022-01-05,15:50:39,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,414x896,Safari,Russia,Saint Petersburg
4550133928921769130.1641391275.1641391275,1059410611.1641391274,2022-01-05,17:01:15,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x915,Chrome,Russia,Moscow
4550182857189188406.1641374520.1641374520,1059422003.1641374518,2022-01-05,12:22:00,1,sORFTBvqnhWCekwPSNpw,banner,UbsMmmrDEFnwCqrzceMX,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Moscow
4550201200994514923.1641379819.1641379819,1059426274.1641379819,2022-01-05,13:50:19,1,hqpYkWpkYefgduliaKcm,cpa,ZSetXyxpNBNtqtGpTAqT,,,mobile,iOS,Apple,,414x896,Safari (in-app),Russia,Kazan
45510553146534998.1641330915.1641330915,10596251.1641327702,2022-01-05,00:15:15,3,TBhfIrBcXoGGskDqdjcU,cpc,,,CHtuThOschmEGeqvoUiy,mobile,iOS,Apple,,390x844,Safari,Russia,Moscow
4552453146837101871.1641393454.1641393454,1059950596.1641393455,2022-01-05,17:37:34,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,414x896,Safari,Russia,Moscow
4554266894346329462.1641389431.1641389454,1060372892.1641389430,2022-01-05,16:30:54,1,cmcShJXKZHuYlCvCpXZK,referral,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,385x854,Chrome,Russia,Moscow
4552724666070985142.1641366292.1641366292,1060013814.1632758198,2022-01-05,10:04:52,22,AjusyvliyZShGhqZrfDE,referral,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Windows,,,1536x864,YaBrowser,Russia,Voronezh
4552724666070985142.1641376091.1641376091,1060013814.1632758198,2022-01-05,12:48:11,23,AjusyvliyZShGhqZrfDE,referral,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Windows,,,1536x864,YaBrowser,Russia,Voronezh
455601203164054833.1641383217.1641383217,106077921.1641383217,2022-01-05,14:46:57,1,hqpYkWpkYefgduliaKcm,cpc,,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x873,Android Webview,Russia,Moscow
4554622723796880788.1641401772.1641401772,1060455740.1641401748,2022-01-05,19:56:12,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,360x780,Chrome,Russia,Rostov-on-Don
4556046591354841130.1641392170.1641392170,1060787260.1641392170,2022-01-05,17:16:10,1,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,320x640,Chrome,Russia,Pushkino
4557126565176391802.1641396348.1641396348,1061038711.1641396346,2022-01-05,18:25:48,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Kazan
4557747084871411277.1641352690.1641352690,1061183187.1641358925,2022-01-05,06:18:10,1,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,desktop,Windows,,,1920x1009,Chrome,Russia,Moscow
4559349640248778345.1641373289.1641373289,1061556311.1641373289,2022-01-05,12:01:29,1,TBhfIrBcXoGGskDqdjcU,organic,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhuVXCTJUYBhpoMLNrrC,desktop,Windows,,,1920x1080,Chrome,Russia,Moscow
456012923020625525.1641339275.1641339275,106173782.1637992053,2022-01-05,02:34:35,2,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x873,Chrome,Russia,Yekaterinburg
4560207912153498661.1641399049.1641399049,1061756143.1641399333,2022-01-05,19:10:49,1,hqpYkWpkYefgduliaKcm,cpa,ZSetXyxpNBNtqtGpTAqT,,,mobile,Android,Samsung,,412x915,Android Webview,Russia,Moscow
4560517532050904195.1641403599.1641403599,1061828232.1641403523,2022-01-05,20:26:39,2,sORFTBvqnhWCekwPSNpw,banner,UbsMmmrDEFnwCqrzceMX,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,390x844,Safari,Russia,Moscow
4560530120600045501.1641400259.1641400259,1061831163.1641400253,2022-01-05,19:30:59,1,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Moscow
4561868307842442306.1641373889.1641373889,1062142734.1628415042,2022-01-05,12:11:29,8,mrsaUefPQxvhaBmhVbsN,referral,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x915,Chrome,Russia,Kotelniki
4560777278788040644.1641379739.1641379739,1061888709.1641379780,2022-01-05,13:48:59,1,sORFTBvqnhWCekwPSNpw,banner,UbsMmmrDEFnwCqrzceMX,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Meizu,pttvAPckwjaiaqGzjawj,360x640,Chrome,Russia,Moscow
4560777278788040644.1641380649.1641380649,1061888709.1641379780,2022-01-05,14:04:09,2,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Meizu,pttvAPckwjaiaqGzjawj,360x640,Chrome,Russia,Moscow
4560777278788040644.1641380987.1641380987,1061888709.1641379780,2022-01-05,14:09:47,3,EbeDysvbnjmdQavikNXY,referral,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Meizu,pttvAPckwjaiaqGzjawj,360x640,Chrome,Russia,Moscow
4563145347661364638.1641348511.1641348511,1062440068.1641348510,2022-01-05,05:08:31,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,320x694,Chrome,Russia,Ivanovo
4562422165363050469.1641367523.1641367523,1062271689.1641367525,2022-01-05,10:25:23,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,360x640,Chrome,Russia,Grozny
4562422165363050469.1641374539.1641374539,1062271689.1641367525,2022-01-05,12:22:19,2,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,360x640,Chrome,Russia,Grozny
4562422165363050469.1641387941.1641387941,1062271689.1641367525,2022-01-05,16:05:41,3,sORFTBvqnhWCekwPSNpw,banner,UbsMmmrDEFnwCqrzceMX,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,360x640,Chrome,Russia,Nazran
4563758540142237650.1641371603.1641371603,1062582838.1641371602,2022-01-05,11:33:23,1,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Windows,,,1325x745,Chrome,Russia,Yekaterinburg
456391296757910803.1641401621.1641401621,106261879.1641401619,2022-01-05,19:53:41,1,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Moscow
4563943219440973173.1641346425.1641346425,1062625837.1641346421,2022-01-05,04:33:45,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x915,Samsung Internet,Russia,Irkutsk
456491000128666000.1641347475.1641347475,106285093.1641347472,2022-01-05,04:51:15,1,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,mobile,Android,Huawei,,360x877,Chrome,Russia,Moscow
4566873301964940614.1641400645.1641400645,1063308050.1641407814,2022-01-05,19:37:25,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,320x640,Chrome,Russia,Chelyabinsk
4568567035202953743.1641341460.1641341460,1063702403.1641341455,2022-01-05,03:11:00,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,360x640,Chrome,Russia,Sochi
4568499887684313040.1641406549.1641406562,1063686769.1641406416,2022-01-05,21:16:02,2,cmcShJXKZHuYlCvCpXZK,referral,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x915,Samsung Internet,Russia,Rostov-on-Don
4568687405956461003.1641411021.1641411021,1063730429.1641411019,2022-01-05,22:30:21,1,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,mobile,Android,Huawei,,360x780,Chrome,Russia,Moscow
4569417026410729137.1641369265.1641369265,1063900307.1641369265,2022-01-05,10:54:25,1,hqpYkWpkYefgduliaKcm,cpc,,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,375x667,Safari (in-app),Russia,Moscow
457049577805396787.1641371294.1641371294,106415147.1641364275,2022-01-05,11:28:14,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x915,Chrome,Russia,Biysk
4571329747146367286.1641406773.1641406773,1064345647.1641406774,2022-01-05,21:19:33,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,375x812,Safari,Russia,Ufa
4572506005544721107.1641372374.1641372374,1064619516.1641372371,2022-01-05,11:46:14,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,360x720,Chrome,Russia,Vladivostok
4573290837803614438.1641365714.1641365714,1064802249.1641365734,2022-01-05,09:55:14,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,360x740,Chrome,Russia,Cherkessk
4574921508027131649.1641382096.1641382096,1065181919.1631610625,2022-01-05,14:28:16,280,TBhfIrBcXoGGskDqdjcU,organic,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhuVXCTJUYBhpoMLNrrC,desktop,Windows,,,1920x1080,Chrome,Russia,Moscow
4574921508027131649.1641382122.1641382122,1065181919.1631610625,2022-01-05,14:28:42,281,TBhfIrBcXoGGskDqdjcU,cpc,,,ZSetXyxpNBNtqtGpTAqT,desktop,Windows,,,1920x1080,Chrome,Russia,Moscow
4574921508027131649.1641393251.1641393251,1065181919.1631610625,2022-01-05,17:34:11,282,TBhfIrBcXoGGskDqdjcU,cpc,,,ZSetXyxpNBNtqtGpTAqT,desktop,Windows,,,1920x1080,Chrome,Russia,Moscow
4575789495157597191.1641358343.1641358343,1065384013.1641358343,2022-01-05,07:52:23,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,375x667,Safari,Russia,Krasnodar
4577116442483603415.1641396182.1641396182,1065692967.1641396183,2022-01-05,18:23:02,1,hqpYkWpkYefgduliaKcm,cpc,,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Nokia,,412x915,Android Webview,Russia,Saint Petersburg
4578967603452885714.1641331409.1641331409,1066123974.1641331410,2022-01-05,00:23:29,1,hqpYkWpkYefgduliaKcm,cpc,,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,390x844,Safari (in-app),Russia,Moscow
4577703311109836654.1641336685.1641336685,1065829608.1641336686,2022-01-05,01:51:25,1,rWmSSvZNznxUBktyjDbQ,cpc,,,RDjWlAldzvfRDFisMFur,mobile,iOS,Apple,,428x926,Safari,Russia,Kirovsk
4577713189534695953.1641415186.1641415186,1065831908.1641415185,2022-01-05,23:39:46,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,375x667,Safari,Russia,Tula
4579390305544237647.1641345619.1641345619,1066222392.1641345615,2022-01-05,04:20:19,1,MfMDGXPFOzCQGtbPrwoC,cpm,mcSBgdVACUbfkKfDPuIc,HcxGxZcplQArsEPHUDRD,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x817,Chrome,Russia,Tula
4580190823023740410.1641383419.1641383419,1066408777.1641383418,2022-01-05,14:50:19,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Moscow
4580935772216344567.1641398264.1641398264,1066582224.1641398263,2022-01-05,18:57:44,1,MfMDGXPFOzCQGtbPrwoC,cpm,MDkExPKZNAIpCZgwwLjJ,RpdbLePGrVUZqBHVVoeF,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,360x780,Chrome,Russia,Krasnodar
4582586289486972463.1641415520.1641415520,1066966515.1634879023,2022-01-05,23:45:20,123,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,(not set),irgUsCCmRzqWmFVkhnsO,360x796,Chrome,Russia,Smolensk
4582589111286984002.1641376928.1641376928,1066967172.1641377090,2022-01-05,13:02:08,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,384x854,Chrome,Russia,Krasnoyarsk
458282443872743019.1641361005.1641361005,106702196.1641361003,2022-01-05,08:36:45,1,rWmSSvZNznxUBktyjDbQ,cpc,,,lLJFXLrSuqOWXSqjgLBx,mobile,Android,Huawei,,360x720,Android Webview,Russia,Nikolskoye
4583044459424702820.1641341287.1641341287,1067073191.1641341284,2022-01-05,03:08:07,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Novosibirsk
4583267570090857677.1641370829.1641370829,1067125138.1641370829,2022-01-05,11:20:29,1,CVoLfHiSYnQlpfwfKDvK,cpc,sORFTBvqnhWCekwPSNpw,,YrIWiFqBTwgAEoPpyDbU,mobile,Android,Samsung,,385x854,YaBrowser,Russia,Moscow
4587484725464380703.1641395488.1641395488,1068107021.1641395487,2022-01-05,18:11:28,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x732,Chrome,Russia,Moscow
4586944487298008237.1641383085.1641384399,1067981237.1641383085,2022-01-05,15:06:39,1,cmcShJXKZHuYlCvCpXZK,referral,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Windows,,,1536x864,Chrome,South Korea,Seoul
4588014724428644295.1641332680.1641332680,1068230421.1641332679,2022-01-05,00:44:40,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,360x780,Chrome,Russia,Surgut
4588203672924922764.1641358221.1641358221,1068274414.1641358220,2022-01-05,07:50:21,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,320x693,Safari,Russia,Khabarovsk
4589125329957003393.1641390224.1641390224,1068489004.1641390209,2022-01-05,16:43:44,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Nokia,,412x823,Chrome,Russia,Stavropol
4589368154523030330.1641403193.1641403193,1068545541.1641403194,2022-01-05,20:19:53,1,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,390x844,Safari,Russia,Moscow
4592162601979729185.1641403685.1641403685,1069196174.1641403681,2022-01-05,20:28:05,1,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,mobile,Android,Samsung,,412x933,Chrome,Russia,Moscow
4592459538838681445.1641379686.1641379686,1069265310.1641379685,2022-01-05,13:48:06,1,sORFTBvqnhWCekwPSNpw,banner,UbsMmmrDEFnwCqrzceMX,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x915,Chrome,Russia,Ufa
4593082347745434151.1641395343.1641395343,1069410319.1635506727,2022-01-05,18:09:03,5,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,385x854,YaBrowser,Russia,Voronezh
4593275419416117258.1641332749.1641332749,1069455272.1641332746,2022-01-05,00:45:49,1,CVoLfHiSYnQlpfwfKDvK,cpc,sORFTBvqnhWCekwPSNpw,,vebCdMkhcdWNFtmnaWJY,tablet,Android,Huawei,,600x960,YaBrowser,Russia,Moscow
4595078609895806136.1641403595.1641403595,1069875110.1641403576,2022-01-05,20:26:35,1,hqpYkWpkYefgduliaKcm,cpa,ZSetXyxpNBNtqtGpTAqT,,,mobile,Android,Huawei,,360x780,Chrome,Russia,Kazan
